Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-05-30,Sinners,2025,https://boxd.it/9QiY1J,5,Yes,"<i>Sinners</i> came home today. 

I attended a special community screening in Clarksdale, MS

I was in the same room as Ryan Coogler, Miles Caton, and Ludwig Göransson. The audience was a blast, and the big finale got so much applause I felt catharsis. Literally no other audience has applauded MBJ obliterating the Klan until this one, and they LOVED it. This was my seventh viewing, first one outside of an official movie theater. 

ICYDK: Clarksdale, MS, does not have a movie theater! Kudos to Warner Bros. and Proximity Media for making this event happen

Read more from Reuters: <a href=""https://www.reuters.com/business/media-telecom/cooglers-sinners-brings-cinematic-spotlight-clarksdale-mississippi-2025-05-30/"">Coogler's 'Sinners' brings cinematic spotlight to Clarksdale, Mississippi</a>","proximity media, profile",2025-05-29
2025-05-31,The Batman,2022,https://boxd.it/9R2wY1,2.5,Yes,"i'm ready for the next movie but it doesn't come out until 2027. 

-2 stars for every year I have to wait 

watched with guffy and lolo","max, garbage",2025-05-30
2025-06-01,Bird Box Barcelona,2023,https://boxd.it/9RHE0v,4,,i didn't expect this to be good but i loved it,"garbage, netflix",2025-05-31
2025-06-01,Princess Mononoke,1997,https://boxd.it/9RWIV1,5,Yes,"this was my first time watching with Japanese audio. i liked it, but i think the English voice casting is excellent and absolutely worth the viewing for folks who aren't anime purists (like Jake, with whom I watched this)","max, garbage",2025-06-01
2025-06-02,Scenes from a Marriage,2021,https://boxd.it/9SoouP,3,,idk why anyone would watch this and decide to get married ,"garbage, max",2025-06-01
2025-06-05,The Cabin in the Woods,2011,https://boxd.it/9Uj8MV,4,Yes,hell yeah,"garbage, primevideo",2025-06-04
2025-06-05,Sinners,2025,https://boxd.it/9UkhDb,5,Yes,"HELL YEAH

watched with lolo and guffy","garbage, primevideo",2025-06-04
2025-06-06,Evangelion: 3.0 You Can (Not) Redo,2012,https://boxd.it/9URvCn,3,,watched with the booths and the custapps,hunnit,2025-06-05
2025-06-08,Creed,2015,https://boxd.it/9WbNmL,4.5,,"i loved this reconstruction of the ROCKY story. i see there are two more films, with MBJ directing! i'm a fan of what's been laid down here, i'll see what else these films have to offer soon.

Coogler always cooking bruh

watched with mj and jaimz","garbage, primevideo",2025-06-07
2025-06-09,The Emperor's New Groove,2000,https://boxd.it/9WImvx,4,,"quite fun

watched with breadkrumbz, gibby, guffy, lolo, and jaimz",garbage,2025-06-08
2025-06-12,Longlegs,2024,https://boxd.it/9YovU5,3.5,Yes,watched with jaimz and mj,"garbage, disney+",2025-06-11
2025-06-12,The Cabin in the Woods,2011,https://boxd.it/9YDK5V,4,Yes,"watched with jaimz, mj, coupe, and mnt","primevideo, garbage",2025-06-11
2025-06-15,Sully,2016,https://boxd.it/a0dBVf,4,,"""We all did it. We survived.""

I've been wanting to watch this since watching the season finale of <i>The Rehearsal</i> and I really enjoyed it. I loved most how it wasn't about man vs. machine, but man vs. man using machine with his inherent biases.

I hope in 5 years I can look around a room and see my friends and say, ""We all did it. We survived.""","garbage, max",2025-06-14
2025-06-15,The Hunger Games,2012,https://boxd.it/a0jMQH,4,,"wowzers this is better than i remember

jaimz, mj, guffy, lolo tuned in","max, garbage",2025-06-14
2025-06-15,Sinners,2025,https://boxd.it/a0ohQ7,5,Yes,"watched with jaimz, gibby, guffy, lolo, and breadkumbz.","garbage, primevideo",2025-06-14
2025-06-16,Aftersun,2022,https://boxd.it/a1iarL,5,Yes,my father's day pick,"garbage, max",2025-06-15
2025-06-17,Letterboxd,2024,https://boxd.it/a1F9fl,1.5,,did you know the lowest Leonard Maltin goes on his review scale is 1.5 stars. the only thing lower is BOMB,youtube,2025-06-16
2025-06-17,Assassin's Creed,2016,https://boxd.it/a1MtB1,,,BOMB,"garbage, max",2025-06-16
2025-06-17,Materialists,2025,https://boxd.it/a1Tl2B,4.5,,"I’m 2/2 watching Celine Song films with Mary 

This was so gorgeous. Very glad I saw it on the big screen","in theaters, moviepass, merry",2025-06-16
2025-06-17,Tucker and Dale vs. Evil,2010,https://boxd.it/a1XJql,4,Yes,watched with mj and jaimz,"primevideo, garbage",2025-06-16
2025-06-18,Cinemania,2002,https://boxd.it/a2wY6F,3.5,,"so this is what future i have to look forward to, eh? I laughed out loud when I saw one of the cinephile characters wearing the same watch I am right now 

i hope if i'm ever lucky enough to star in a documentary made about my love for cinema that it would depict how i wanted it to be a place to create community, social connection, and empathy

Le Cinéma Club presents one film every Friday, for one week, for free. Stream this for free until June 20",lecinemaclub,2025-06-17
2025-06-18,The Lion,2017,https://boxd.it/a2yfkh,4,Yes,still funny -- good 9 minute short,,2025-06-18
2025-06-19,The Hunger Games: Catching Fire,2013,https://boxd.it/a37YYh,4.5,,watched with jaimz and mj,"max, garbage",2025-06-18
2025-06-21,Midsommar,2019,https://boxd.it/a4gEJN,5,Yes,happy summer solstice ☀️,"garbage, youtube, mj",2025-06-20
2025-06-21,The Prestige,2006,https://boxd.it/a4poOv,5,Yes,"my favorite nolan

watched with guffy and garrett","mj, garbage, disney+",2025-06-21
2025-06-22,28 Years Later,2025,https://boxd.it/a4Uw1N,4,,"this is so weird. i love it.

watched with garrett, who was so hype","in theaters, moviepass",2025-06-21
2025-06-23,War Game,2024,https://boxd.it/a5fmpd,2.5,,watched with john,"primevideo, garbage",2025-06-22
2025-06-24,Oppenheimer,2023,https://boxd.it/a6sZWb,5,Yes,watched with garrett,"moviesanywhere, garbage",2025-06-23
2025-06-25,Eddington,2025,https://boxd.it/a78AJl,4,,preview screening at The Capri with hunter and michael,"in theaters, msfilmsociety",2025-06-24
2025-06-26,Mountainhead,2025,https://boxd.it/a7kzLf,2,,Watched with Jaimz and mj,"max, garbage, mj",2025-06-25
2025-06-26,Brokeback Mountain,2005,https://boxd.it/a7KUqz,4.5,Yes,"what a beautiful theater experience

watched with mary","merry, in theaters",2025-06-25
2025-06-28,Let the Festivities Begin: Manifesting Midsommar,2019,https://boxd.it/a8Zcph,3,,white supremacy is a cult,youtube,2025-06-27
2025-06-29,The American,2010,https://boxd.it/a9KUBF,3.5,,watched with reese and jamie,"netflix, garbage, mj",2025-06-29
2025-06-29,Ocean's Eleven,2001,https://boxd.it/a9NnaR,4.5,,"great George Clooney double feature.

can you believe this is my first time watching this? 

watched with reese","netflix, mj, garbage",2025-06-29
2025-06-30,Elio,2025,https://boxd.it/aaaSqx,4,,this is a fantastic picture,"in theaters, moviepass",2025-06-29
2025-06-30,Now You See Me 2,2016,https://boxd.it/aatKSr,2.5,,"yeah, why not, let’s have another one of these","netflix, garbage, mj",2025-06-29
2025-07-02,Pavements,2024,https://boxd.it/abJop9,3.5,,pretty cool. watched at The Capri,in theaters,2025-07-01
2025-07-03,Team America: World Police,2004,https://boxd.it/achBYz,3,,"really great. similar to <i>Ocean's Eleven</i>, this is a movie I've known about since high school but never got around to watching.

accomplished filmmaking happened here. watched with gibby and roachdog.","youtube, garbage",2025-07-02
2025-07-04,Holes,2003,https://boxd.it/acMJL1,5,Yes,"a few things...

1. i've watched this before, but i can't remember the last time. maybe high school (2003-2007). maybe bible college (2007-2010). but it's definitely been another movie that i've not watched for over a decade.
2. this slaps so hard. ""I'm tired of this, grandpa."" <b>""WELL THAT'S TOO DAMN BAD!""</b>
3. why does some of the score remind me of <i>Sinners</i>? was this an influence?

watched with mj","youtube, garbage",2025-07-03
2025-07-05,EO,2022,https://boxd.it/adzMvN,3.5,,wow. ,"max, garbage",2025-07-04
2025-07-05,Sinners,2025,https://boxd.it/adAhGx,5,Yes,"nothing like a movie set in an America during a time when my grandparents would have been born to really center the fact that things aren't that different, despite the rapid rate of progress in technology

human problems will remain human problems, despite the technocratic bias that technology can solve all ills

welcome to Max (soon to be HBO Max (formerly HBO Max (formerly HBO Now (an alternative to HBO Go))))","max, garbage",2025-07-04
2025-07-05,A Million Ways to Die in the West,2014,https://boxd.it/adMD79,3,,"watched with mj, jaimz, lolo, and roachdog",,2025-07-05
2025-07-06,Tropic Thunder,2008,https://boxd.it/aefHyh,4,,"oh my god. 

watched with breadkrumbz, jaimz, lolo, and guffy",garbage,2025-07-05
2025-07-07,The Hunger Games: Mockingjay – Part 1,2014,https://boxd.it/aeSZuP,4.5,,"<blockquote>
“If we burn, you burn with us”</blockquote>",max,2025-07-06
2025-07-07,The Hunger Games: Mockingjay – Part 2,2015,https://boxd.it/aeYZCV,4,,it does wrap up a little quicker than i remembered but still is a satisfying conclusion to this saga,"max, garbage, mj",2025-07-06
2025-07-07,Einstein and Eddington,2008,https://boxd.it/af7pnX,3,,"before there was <i>Oppenheimer</i>, there was <i>Einstein and Eddington</i>","garbage, mj, max",2025-07-06
2025-07-07,This Is the End,2013,https://boxd.it/afgsSd,3,,"i thought this was fun as fuck.

i gotta watch <i>Hello Dankness</i> again.

watched with guffy, lolo, roachdog, jaimz, and mj","garbage, mj",2025-07-06
2025-07-08,This Is Spinal Tap,1984,https://boxd.it/afTZK5,3.5,,"metal

watched with Douglas Morgan, M. McKinley, and Fish",in theaters,2025-07-07
2025-07-14,Superman,2025,https://boxd.it/ak7NlL,4.5,,"- it is punk rock to love your adoptive parents
- literal middle fingers throwing tanks around was great
- more billionaires crying in 2025 please
- rachel brosnahan is a stunning Lois Lane","in theaters, imax, moviepass",2025-07-13
2025-07-14,Fight Club,1999,https://boxd.it/akigct,4,,"I'm watching this and then starting <i>MR ROBOT</i> season 1

watched with pony","disney+, garbage, mj",2025-07-13
2025-07-15,Shoebox,2024,https://boxd.it/algeZ9,4.5,,"this short clocks in under 13 minutes and is well worth putting your phone down, going full screen, and losing yourself in someone else's shoes for a moment.

SHOEBOX is an excellent short narrative film, featuring compelling imagery and a great young performer.

if you give it a watch, let me know your thoughts!","youtube, omeleto",2025-07-14
2025-07-18,Cornflower,2019,https://boxd.it/amVLGl,4,,"strong writing. strong performance.

quiet film. quiet michael.","youtube, omeleto",2025-07-17
2025-07-21,It,1990,https://boxd.it/apoLed,,,"on the screen at Lo Main, in Chattanooga 

at brunch with Brian, Matt, and Faith",television at a bar,2025-07-20
2025-07-21,Beau Is Afraid,2023,https://boxd.it/apVvNn,4.5,Yes,"i've done the unthinkable (watched this with my mom)

i told her it was a takedown of American capitalism with the government as a mommy instead of a daddy and she said she understood",primevideo,2025-07-20
2025-07-22,Sinners,2025,https://boxd.it/aqFNlj,5,Yes,showed this to my mom. she freaks out over the littlest jumpscares. ,"jsyd, hbomax",2025-07-21
2025-07-24,UFO Abduction,1989,https://boxd.it/asePfh,1.5,,why was this rated TV-MA??,"youtube, garbage",2025-07-23
2025-07-25,Within Our Gates,1920,https://boxd.it/asQD5F,5,,"I had a really cool experience getting to see this at a screening with a live score from the improvisational group Hospitality State

Thanks to the Mississippi Film Society and the Mississippi Museum of Art for doing something unique",msfilmsociety,2025-07-24
2025-07-27,The Fantastic 4: First Steps,2025,https://boxd.it/aumUmh,4,,"this is a fantastic four star movie.

it's no <I>Superman</I> but it's good. not sure why they had to be two weekends apart, I think a little more space to breathe between superhero blockbusters is the way forward. 

watched with Ryan, Jeffrey, Corey, Jackie, and Hillary","in theaters, moviepass",2025-07-26
2025-07-27,Happy Gilmore 2,2025,https://boxd.it/auxMQb,3.5,,watched with roachdog and gibby,"garbage, netflix",2025-07-26
2025-07-27,Happy Gilmore,1996,https://boxd.it/auN8Af,3.5,Yes,streamed for lolo,"netflix, garbage",2025-07-27
2025-07-28,The Poughkeepsie Tapes,2007,https://boxd.it/avjHdz,1,,i regret watching this,"primevideo, garbage",2025-07-27
2025-07-28,Major Payne,1995,https://boxd.it/avIsaP,3.5,,watched with lolo and jake,"tubi, garbage",2025-07-27
2025-07-30,(500) Days of Summer,2009,https://boxd.it/axfHJ1,3.5,Yes,at Rowan’s on Jefferson,television at a bar,2025-07-29
2025-07-31,Matilda,1996,https://boxd.it/ay24K3,5,,watched with gibby and jaimz,"netflix, garbage",2025-07-30
2025-08-01,The Iron Giant,1999,https://boxd.it/ayRssJ,4.5,,yes i cried,bluray,2025-07-31
2025-08-03,Opus,2025,https://boxd.it/aAbQ1r,4,,"horror movie musicals are having a year

i thought this was quite fun

watched with garrett","garbage, hbomax",2025-08-02
2025-08-04,V for Vendetta,2005,https://boxd.it/aBr17p,3.5,Yes,watched with pony,"netflix, garbage, mj",2025-08-03
2025-08-08,The Infiltrator,2016,https://boxd.it/aEm4cJ,3,,"wild sound mixing choices

watched with jaimz","garbage, mj",2025-08-07
2025-08-09,The Truman Show,1998,https://boxd.it/aEAESf,5,Yes,watched with reese and cj,"garbage, mj",2025-08-08
2025-08-10,Barbarian,2022,https://boxd.it/aFWtoV,4,Yes,"getting ready for <i>Weapons</i> tomorrow

i love the parallels of each character's story beginning with a car and the connection to the economic horrors Detroit faced because of the automotive industry",garbage,2025-08-09
2025-08-11,Sunshine,2007,https://boxd.it/aGFd1V,4.5,Yes,"i fell in love with this movie at the viewing of mercury. watching celestial events is a human activity that spans all boundaries and biases.

this movie broke me at Kaneda's death, subsumed by the sun, hearing a final question, ""What do you see?"" the weight of that moment and the time allowed for it.... this is filmmaking as storytelling. 

where it absolutely hooked me was the boarding of <i>Icarus I</i> and the slow build-up to the terrifying affirmation: ""Five crew members."" the horror bend here loses people, but it really worked for me the first time and i've come to embrace it. 

the characters are well-written, and the cinematography makes me eyeballs feel good.

watched with lolo and gibby.","garbage, lolo",2025-08-09
